Order ID;Amount;Status;Payment type;User ID;Created at;Country;Product name
73d13bdc-37d2-4911-8c05-0a10b2340524;29,99;settled;Recurring;a4dff6db-39bc-428c-9ff6-bf04ee4757a7;2023-02-26 14:20:55;USA;Monthly_timer_trial_29.99
59387424-9d8c-4949-8b14-a7bee0ec46c9;29,99;settled;Recurring;7bc3c9ca-3ff0-45af-8ca0-c607d3e00e5b;2023-02-26 12:26:52;ROU;Monthly_timer_trial_29.99
f68e047f-0e1a-481f-9b2f-506c6bdb21f1;29,99;settled;Recurring;6ba0ca5f-0b79-41a8-a827-d9ea202e9070;2023-02-26 11:31:50;UMI;Monthly_timer_trial_29.99
e2ef951d-a05e-433b-a2ee-18f3a3cd7fa1;29,99;settled;Recurring;7a1bdbb6-c2fb-44a0-b39f-2cd55085d3d5;2023-02-26 10:03:50;GBR;Monthly_timer_trial_29.99
6f7cdc0f-7437-4767-87dd-6989db73bb6a;29,99;settled;Recurring;a681a9e1-2b90-42b2-abba-620ed55105d5;2023-02-26 08:45:53;AUS;Monthly_timer_trial_29.99
e623424c-675c-4edb-984a-b5f5f3bb5f2b;29,99;settled;Recurring;52625db5-fdf3-4fcd-a103-d634940d5659;2023-02-26 07:08:37;PRT;Monthly_timer_trial_29.99
32536463-7c60-40be-b787-a5bd405af1f9;29,99;settled;Recurring;22b813b0-a56d-4b11-b18b-d151861f4cd8;2023-02-26 06:59:50;JPN;Monthly_timer_trial_29.99
e1e6d13d-9b92-4e80-a34c-64063ae98e35;29,99;settled;Recurring;bd47f95e-0ef7-482c-b596-47b7e7b28a18;2023-02-26 04:58:51;NZL;Monthly_timer_trial_29.99
18e13e71-bdb4-42be-9121-a622f4847667;29,99;settled;Recurring;ebfd4eb1-0657-4e24-b728-4da3f32d4934;2023-02-26 03:50:50;CAN;Monthly_timer_trial_29.99
7dba842a-13db-4078-8a7f-cd6e2ac87624;29,99;settled;Recurring;4f445051-5cb0-41a6-9180-e5d1d50ec7ee;2023-02-26 02:04:51;USA;Monthly_timer_trial_29.99
1154818d-ca6a-4d01-a7f6-cf7af9ff5ffa;29,99;settled;Recurring;a1afa99f-de83-4fb8-9ec8-a7d1ddbec661;2023-02-26 01:57:52;CAN;Monthly_timer_trial_29.99
7c3ca0d5-553a-473b-a2f6-50f4a9caf216;29,99;settled;Recurring;32841833-9a7f-4340-bd1a-2407d4fe1cd7;2023-02-26 01:43:51;AUS;Monthly_timer_trial_29.99
a3b1e0a6-4f34-4f40-bb21-65528e82cb2f;29,99;settled;Recurring;ac8d5358-112c-42b5-b747-d2e35cad3daf;2023-02-26 01:09:54;USA;Monthly_timer_trial_29.99
b57ae86d-1a51-4234-a7bf-d0538d3504e2;29,99;settled;Recurring;11fa0b82-755a-46fe-9037-9340cde618e5;2023-02-26 00:58:51;CAN;Monthly_timer_trial_29.99
43784e09-5f09-4d45-9e83-7ae082d2cc04;29,99;settled;Recurring;102cdc84-208f-4735-8fe5-87af1b0b3bad;2023-02-26 00:01:36;USA;Monthly_timer_trial_29.99
ab98d095-7f87-400e-b3a9-9aa8ee21931e;29,99;settled;Recurring;f435a8ae-9ebf-40e5-aca9-90ce270a0e78;2023-02-25 18:00:53;CHE;Monthly_timer_trial_29.99
997ac4b0-daca-452f-a185-6f90bcbf1b7b;29,99;settled;Recurring;a6ae78aa-70e8-4ec0-a27d-6643513b8777;2023-02-25 17:41:55;USA;Monthly_timer_trial_29.99
5b78664e-6fe8-4bb0-8965-9b85e1657b48;29,99;settled;Recurring;219c30df-05d9-44f8-855d-d95e61173fd9;2023-02-25 17:24:51;USA;Monthly_timer_trial_29.99
a38bbfc0-dbf4-4e96-9062-780918e823cf;29,99;settled;Recurring;4e9773f1-8c70-405d-aa57-74cb1a7961b4;2023-02-25 17:23:52;CAN;Monthly_timer_trial_29.99
65863df2-d815-49db-bc2b-2d95e6106aae;29,99;settled;Recurring;e37a1e7f-24a2-43cb-90ae-b55c5f7a04db;2023-02-25 15:38:51;FRA;Monthly_timer_trial_29.99
4b02818a-94e9-449f-87cd-26ccf29581d1;29,99;settled;Recurring;c276c3e5-f3bc-42ef-a5f8-5c07ee40dbd3;2023-02-25 14:35:51;AUS;Monthly_timer_trial_29.99
33a8f9c9-6731-4048-ac69-0962a187b6e9;29,99;settled;Recurring;8604faec-c95d-48e3-90dd-2310dbe7ad84;2023-02-25 13:51:54;BEL;Monthly_timer_trial_29.99
a333b158-5815-4e5a-97cc-d136a065e3bc;29,99;settled;Recurring;b2bf8184-227f-4fbf-9238-a020dd4857fc;2023-02-25 12:12:51;USA;Monthly_timer_trial_29.99
6883ae07-92e2-47a8-9a4a-43ac4ece33e1;29,99;settled;Recurring;72af38da-c63c-4ff9-8831-8562c8da2251;2023-02-25 11:40:51;DOM;Monthly_timer_trial_29.99
2f100ca3-838a-40ad-a31b-d06366de2e3f;29,99;settled;Recurring;725f3cf0-3d6e-4843-a510-7ba95736d0b4;2023-02-25 11:36:51;USA;Monthly_timer_trial_29.99
8c19459c-607d-4e84-b116-1916d762e434;29,99;settled;Recurring;0bff85ae-d83f-42df-b379-1b7fc0f8d1d0;2023-02-25 10:26:51;AUS;Monthly_timer_trial_29.99
4d131e90-907a-434f-9014-9e641fbd88c5;29,99;settled;Recurring;75713f07-dc9c-44e4-b8d0-afef580c3986;2023-02-25 07:53:51;CHE;Monthly_timer_trial_29.99
0649154a-9910-4eab-94fa-ab38d3660da4;29,99;settled;Recurring;d56ae83f-6a95-427a-b28e-496815a77437;2023-02-25 07:52:51;USA;Monthly_timer_trial_29.99
456b5735-e340-4795-a902-824fff429779;29,99;settled;Recurring;702f4a23-ad1a-4189-ab1a-cae66d269e59;2023-02-25 06:55:56;GBR;Monthly_timer_trial_29.99
6446f04f-a1ab-46ab-93b8-d58b8bf9ad19;29,99;settled;Recurring;379a7f52-6482-406f-85f5-04573c343990;2023-02-25 06:39:51;NOR;Monthly_timer_trial_29.99
0bde0fc8-4e01-4cfb-b4e3-99e56ecdb9db;29,99;settled;Recurring;7791cc85-9805-4630-b4a4-a3209a5bd22f;2023-02-25 05:09:50;CAN;Monthly_timer_trial_29.99
c578842f-9979-4462-89a6-1e36fa99e173;29,99;settled;Recurring;47fe70cc-d3ad-41ac-8b05-2c8f1ef712b4;2023-02-25 04:19:51;USA;Monthly_timer_trial_29.99
e774299a-8569-4cdb-b177-b828fa3085e8;29,99;settled;Recurring;d8627af7-a52e-4d72-a244-fa39ce4ef69f;2023-02-25 04:17:51;PRT;Monthly_timer_trial_29.99
25a61bc3-501c-429d-a5dc-0cbcf36e2d49;29,99;settled;Recurring;b3e8536a-df8c-4e62-bea3-d3e4cfcb2fa6;2023-02-25 04:11:51;CAN;Monthly_timer_trial_29.99
e02b79ed-0b1d-4891-8e12-655bb5bb0709;29,99;settled;Recurring;837c4060-1954-444e-b4f5-b50bb9de980b;2023-02-25 03:38:51;CAN;Monthly_timer_trial_29.99
5125faea-02cd-48bc-ab21-20c01c0b8a3d;29,99;settled;Recurring;13fbf1a0-a411-468f-b8d6-596f0d82e291;2023-02-25 02:12:50;AUS;Monthly_timer_trial_29.99
5e9538fe-7675-44b4-bc95-d57e538a8c26;29,99;settled;Recurring;f932ce94-0411-43ed-a570-e27f6426b018;2023-02-25 01:28:51;USA;Monthly_timer_trial_29.99
cb0f4859-92f1-4b09-8327-6f7e784e293f;29,99;settled;Recurring;8beeb253-2818-4d07-9a65-87db599b8b7f;2023-02-25 00:55:51;HKG;Monthly_timer_trial_29.99
cc58ccff-be3f-473b-8640-fe513f4587fd;29,99;settled;Recurring;63a213c4-1bbf-439a-9f12-1bd52555d8a1;2023-02-25 00:29:36;USA;Monthly_timer_trial_29.99
294077e5-128c-4972-ba24-22e9954eba32;29,99;settled;Recurring;9ea1c5c9-795d-4683-a4a9-58dd3f25f865;2023-02-25 00:22:51;USA;Monthly_timer_trial_29.99
1a8bf44a-8301-45bf-ae87-790ef1042d38;29,99;settled;Recurring;cb80f006-5629-4027-b5e8-629c82e387da;2023-02-24 23:49:37;GBR;Monthly_timer_trial_29.99
4c005d24-2272-4df6-92c7-21f9a5b2b484;29,99;settled;Recurring;5d6a5730-b687-479e-9ccd-f45aaad46201;2023-02-24 23:37:51;USA;Monthly_timer_trial_29.99
b55c7976-ee66-4d78-8b0f-6b8cfda4d88e;29,99;settled;Recurring;dea8f497-1928-49c7-a005-ff7ac6ac2a2b;2023-02-24 23:15:37;USA;Monthly_timer_trial_29.99
291a03cb-0e50-4374-9e85-d3fd794edd14;29,99;settled;Recurring;e60651e4-ab1a-4db7-998a-87ebe3bc55fd;2023-02-24 22:58:51;USA;Monthly_timer_trial_29.99
3355e9b2-52e6-4e38-ab72-7bc5a71ca69c;29,99;settled;Recurring;228b809a-1475-4d16-b01e-31045593c4de;2023-02-24 22:20:36;USA;Monthly_timer_trial_29.99
83db7734-4c03-4843-b447-87fbca7fa67d;29,99;settled;Recurring;e33866d1-d526-4441-bde1-cc52582928c0;2023-02-24 22:01:51;GBR;Monthly_timer_trial_29.99
e8d6ecee-12f0-4df9-9b63-4424bc32c3e6;29,99;settled;Recurring;bfb10b7b-7066-43db-ac5d-6b65610d2281;2023-02-24 21:29:36;NZL;Monthly_timer_trial_29.99
bc2df07a-7526-487a-a677-7a27197d4d2f;29,99;settled;Recurring;75eef670-74dc-40dc-a28c-ca1d69b151a4;2023-02-24 20:58:51;CHE;Monthly_timer_trial_29.99
df0d2933-e658-4a7f-a50d-5da9d99a613a;29,99;settled;Recurring;18e693b8-7b06-4ff3-842f-45c0847714af;2023-02-24 20:18:51;ROU;Monthly_timer_trial_29.99
0702c51d-dca5-4f32-a98f-43137538d108;29,99;settled;Recurring;37abb2af-7527-461a-9f63-9f07e066d975;2023-02-24 19:21:36;CAN;Monthly_timer_trial_29.99
05875c6c-1016-4257-98e4-9e03833a463b;29,99;settled;Recurring;d6a3232a-ea0b-4299-8ed4-1d85b65bf0a3;2023-02-24 18:33:51;CAN;Monthly_timer_trial_29.99
0eec0800-a96b-4f90-ab8b-4e9991be8d50;29,99;settled;Recurring;5485e669-1aee-4170-a53b-0fcef4b5c06b;2023-02-24 17:55:37;USA;Monthly_timer_trial_29.99
7d5b656a-f3d7-4bed-b037-5e37daf8a4f1;29,99;settled;Recurring;404dd73a-2a93-4875-b911-2cda18b8e7e1;2023-02-24 17:30:38;USA;Monthly_timer_trial_29.99
2afec184-3d29-4ff8-89ec-64a6b02ebb64;29,99;settled;Recurring;054a88fa-d081-4da8-8535-cc09a7943e92;2023-02-24 16:16:51;FRA;Monthly_timer_trial_29.99
5e89f353-14a8-4207-bae3-f4977bac408e;29,99;settled;Recurring;9a081a0d-ff6b-4892-b105-5984eae65b12;2023-02-24 15:40:51;USA;Monthly_timer_trial_29.99
7a55a09a-61c1-42f5-8602-9c8fa175dc2a;29,99;settled;Recurring;a9c0a79a-cdfb-425a-87b4-a8204ba91f0e;2023-02-24 15:34:57;USA;Monthly_timer_trial_29.99
422f9f1d-1d9a-48c2-88c5-bfc09c318f0e;29,99;settled;Recurring;223516a3-9ca2-4d5f-ba41-360b143eb6db;2023-02-24 15:16:52;AUS;Monthly_timer_trial_29.99
d493e77d-02bf-4929-b279-cf54a6b356b4;29,99;settled;Recurring;c245c4e9-05c7-49fb-a2e8-d148f4774728;2023-02-24 14:52:52;ISR;Monthly_timer_trial_29.99
8388d2c9-2204-4e51-bb7b-1a517483c029;29,99;settled;Recurring;4da709c7-fe79-45f8-a537-f49eecf11395;2023-02-24 14:33:53;USA;Monthly_timer_trial_29.99
19577d7c-ddc4-4eb4-a8c9-a0b102181226;29,99;settled;Recurring;2197cfbd-6dcc-4304-8d42-7256b733afd3;2023-02-24 14:20:51;ITA;Monthly_timer_trial_29.99
4bfe4596-1ba7-4045-854d-f7ebc4c17cb2;29,99;refunded;Recurring;1e8e655e-93fc-4b21-8378-da20c5b8c6c2;2023-02-24 08:55:37;AUS;Monthly_timer_trial_29.99
9953f834-1e4d-487e-9b53-15e4db8f094c;29,99;settled;Recurring;6139b4c7-7580-4b3b-b52c-44b60937b2ba;2023-02-24 07:33:51;SWE;Monthly_timer_trial_29.99
a89800db-68fa-4f9c-8b99-4403ae219a9a;19,99;settled;Recurring;59e84e93-3cd1-4f57-b725-8b2651683664;2023-02-24 05:29:51;ITA;Monthly_timer_trial_19.99
ac544eb8-e671-41a6-be72-c6518a6032c1;29,99;settled;Recurring;6b2127ef-c077-4a9b-8eec-798533e904a1;2023-02-24 05:28:38;ESP;Monthly_timer_trial_29.99
f893ba4b-e6a7-4423-b4e0-94ac48a28fd7;29,99;settled;Recurring;6477193c-f0cd-45c7-bc1d-bfce1ada9ab2;2023-02-24 04:41:36;USA;Monthly_timer_trial_29.99
e5f701a9-eb11-40cb-8a9b-75afa617754c;29,99;settled;Recurring;5f0c53d7-9e25-4666-bf5a-53cacd6307e7;2023-02-24 04:18:50;QAT;Monthly_timer_trial_29.99
35b0f012-471f-47a8-be6b-f7a8049244f4;29,99;settled;Recurring;3004fbce-3c7a-41bb-b816-8631ce9bf90b;2023-02-24 01:52:53;CAN;Monthly_timer_trial_29.99
bc9161eb-235f-4045-a566-0a706fcc83be;19,99;settled;Recurring;e4f8bf78-0fca-4f8c-85b4-7a3ec1a083c2;2023-02-24 00:22:36;CAN;Monthly_timer_trial_19.99
23388ff2-13e4-424e-a90a-8f828f0cd741;29,99;settled;Recurring;57b3f27d-7025-40d3-953f-a70fc297f5c7;2023-02-24 00:09:51;USA;Monthly_timer_trial_29.99
77f14f7d-ea15-41c3-8c89-1d683faee9c8;29,99;settled;Recurring;260090fe-0aa4-4637-a375-fe85e29873a5;2023-02-23 23:48:51;USA;Monthly_timer_trial_29.99
0fc25861-5fa5-416e-a56d-10c1bfa0c192;29,99;settled;Recurring;99feb795-ea7e-4dd5-8773-71932c076bcf;2023-02-23 23:18:52;CAN;Monthly_timer_trial_29.99
94079256-927b-44c0-81e9-9e25c82a2ece;29,99;settled;Recurring;505a9030-84b6-45db-b8dd-66ebaaad4252;2023-02-23 19:04:51;NOR;Monthly_timer_trial_29.99
c0733c03-c684-4d22-a710-3e493c9716cb;29,99;settled;Recurring;5818d8c2-f394-4698-8174-519d1ebc45c9;2023-02-23 13:38:51;PRI;Monthly_timer_trial_29.99
35aea626-5934-4c77-a2d3-1262d5ad7047;29,99;settled;Recurring;8a6b8f27-dcf8-4fe8-af49-9c883e6ca6bd;2023-02-23 13:25:54;CAN;Monthly_timer_trial_29.99
bc2f2d4b-9cfb-42b2-bd2d-43b83dd642fb;29,99;settled;Recurring;e62e670b-0aa4-47ed-9ca4-9ffc9708bada;2023-02-23 13:23:51;ISR;Monthly_timer_trial_29.99
b7c61ff8-cd46-4a38-935d-02360d7a2c31;29,99;settled;Recurring;5c9efb63-4214-4e41-b8da-1a01db32d7e9;2023-02-23 12:29:52;USA;Monthly_timer_trial_29.99
9afb1f1d-fba1-4232-9b66-06dfae167beb;29,99;settled;Recurring;a45968af-3d41-46cd-a6ed-224f716e6f54;2023-02-23 10:52:53;ESP;Monthly_timer_trial_29.99
1665cf72-107a-4643-95c3-16e3adb9709d;29,99;settled;Recurring;186aecf5-9c57-4c11-91a6-9644ceec18ec;2023-02-23 09:19:52;CZE;Monthly_timer_trial_29.99
ac2e6ec1-ac49-4bb4-a679-3895c0f742e9;29,99;settled;Recurring;835003fe-71a9-43d9-b628-05e081ef93d4;2023-02-23 05:50:50;IDN;Monthly_timer_trial_29.99
2f597749-a96f-40ee-a76d-728068a750af;29,99;settled;Recurring;058ace6c-161b-4b20-90a5-096eecc7c2c3;2023-02-23 05:48:50;USA;Monthly_timer_trial_29.99
fb8bd1b0-ff04-4f2d-b9e7-1ce5cc591f70;29,99;settled;Recurring;80fb0287-027d-41c6-940e-d3b92fabd045;2023-02-23 05:10:50;AUS;Monthly_timer_trial_29.99
3d89bc8a-9272-4117-afb3-9f64cfac9495;19,99;settled;Recurring;dd1a00df-7027-4b47-ba87-054ee2c9a0b1;2023-02-23 04:40:51;ROU;Monthly_timer_trial_19.99
3bd2fd46-5a4c-4f67-9de8-b5d765641fd0;29,99;settled;Recurring;567089b4-f179-4587-bcb3-bd8d3849cb12;2023-02-23 04:24:51;CZE;Monthly_timer_trial_29.99
0b31d839-3e6f-455f-bdf0-2a77dd2e3e7e;29,99;settled;Recurring;2a43c897-a6b6-4a86-9a49-65e663ce0a7b;2023-02-23 03:50:50;USA;Monthly_timer_trial_29.99
5fd1cda9-8603-41cb-95ba-dd7b19a74157;19,99;settled;Recurring;6824e428-f9fc-470d-9b3c-4a42e8129665;2023-02-23 02:36:50;CAN;Monthly_timer_trial_19.99
960aa135-8ca9-4620-966a-3b83793b9465;29,99;settled;Recurring;9602baf1-5058-4f79-8bf5-38616f50c7d0;2023-02-22 18:55:51;POL;Monthly_timer_trial_29.99
70071a73-86e8-4d62-b441-309946a84ccd;29,99;settled;Recurring;9c5aeed0-2d34-45c7-9641-242f6981cc3d;2023-02-22 17:42:36;BHS;Monthly_timer_trial_29.99
86e061d0-2d17-4d29-a776-41a068aa1379;29,99;settled;Recurring;13cbfd3f-503e-481c-84e4-70feac93b64b;2023-02-22 16:01:52;GBR;Monthly_timer_trial_29.99
c7764195-e004-4e27-b074-76136991d963;29,99;settled;Recurring;d54003bf-d712-4f6a-b9aa-f93898319491;2023-02-22 14:57:51;CAN;Monthly_timer_trial_29.99
e8f10c84-25c9-4920-b889-ef4f0ba52e58;29,99;settled;Recurring;b3a43625-83ca-482f-b945-75a124c08853;2023-02-22 14:51:51;ARE;Monthly_timer_trial_29.99
2a6c0995-4345-4a4a-8aec-6665e6835e46;29,99;settled;Recurring;f358e79e-5532-401e-9bb8-062e70a9de6f;2023-02-22 14:31:52;HKG;Monthly_timer_trial_29.99
06cc1fad-0681-4db7-8706-638aba496026;29,99;settled;Recurring;3b97031c-229f-44ae-a3e0-d42711b37871;2023-02-22 13:25:36;PAN;Monthly_timer_trial_29.99
d562f907-7c34-4fe8-a4d0-b8aec9c8a900;29,99;settled;Recurring;9c011616-3cdf-4870-8f3e-0a86bd80d40f;2023-02-22 12:38:54;USA;Monthly_timer_trial_29.99
f410feed-9604-4491-8063-d4ca2ec90409;29,99;settled;Recurring;30f046cf-1545-40e5-8a6f-797fc5400e20;2023-02-22 08:34:51;ISR;Monthly_timer_trial_29.99
53e1a04c-a05b-4442-89d4-6956e3298f91;29,99;settled;Recurring;0dc28d8e-1944-476e-a829-21a3e1a17886;2023-02-22 06:29:54;ESP;Monthly_timer_trial_29.99
d422c8a8-c046-425e-b3c6-b484194313a6;29,99;settled;Recurring;f9e92d7e-cea8-422c-abad-a953e98b0f67;2023-02-22 05:40:51;USA;Monthly_timer_trial_29.99
0555b890-541a-47d4-91fd-24aeda2a0f4a;29,99;settled;Recurring;b1c715a9-430b-4eec-aa02-332d51f1a8b5;2023-02-22 05:05:51;USA;Monthly_timer_trial_29.99
f3e54c26-713b-4729-a827-ef588b22c9f8;29,99;settled;Recurring;ebbd6ae7-8b55-4135-9dc4-3b30bb3854b1;2023-02-22 03:18:56;GBR;Monthly_timer_trial_29.99
84499fa9-0773-4203-af1f-addb5a1fd184;29,99;settled;Recurring;017680e8-adba-4c55-af6a-692fd5385815;2023-02-22 03:15:54;USA;Monthly_timer_trial_29.99
83968214-2702-4fd5-b8a0-32905e58fba8;29,99;settled;Recurring;61fb7e0a-5fcd-4921-a008-33249284636f;2023-02-22 00:16:51;USA;Monthly_timer_trial_29.99
7ccf5e5f-9c4e-488f-a53d-975d97ff82c1;29,99;settled;Recurring;91d5a1ec-2350-4fd3-9eb5-4a78e178a24a;2023-02-21 23:59:51;USA;Monthly_timer_trial_29.99
11a7f3c3-074b-4483-9b62-5798419f9fec;29,99;settled;Recurring;3be060ad-6a96-4824-b845-da05fb983e75;2023-02-21 23:16:50;USA;Monthly_timer_trial_29.99
10155819-1b03-46c7-9473-1586a2ef6200;29,99;settled;Recurring;de43698a-86e9-44a6-9d05-7e5bb7430fdb;2023-02-21 22:27:55;USA;Monthly_timer_trial_29.99
75028352-8694-4885-b568-b547dc8ad47b;29,99;settled;Recurring;46e93965-84f3-406c-b5f6-2c2f20320daa;2023-02-21 21:40:57;CAN;Monthly_timer_trial_29.99
3b09ea8f-0dfb-4889-8bc2-824e5da61e76;29,99;settled;Recurring;f915b8cb-8d04-4035-a03c-ffb21d91d49c;2023-02-21 21:08:54;GBR;Monthly_timer_trial_29.99
f887bb32-0b20-4631-969f-76213ed1a107;29,99;settled;Recurring;2d88504a-ca4b-4e46-ba67-8c497158c4c8;2023-02-21 21:03:52;USA;Monthly_timer_trial_29.99
34e62155-9e81-47c7-9462-c58d3ea38981;19,99;settled;Recurring;d5c36b9a-479b-4b6b-8263-77cd7958824e;2023-02-21 20:59:51;USA;Monthly_timer_trial_19.99
ce37b663-dc9a-4a53-9731-f02b6e47f453;29,99;settled;Recurring;5f740fbb-0271-4588-8b15-d753c5effc6e;2023-02-21 19:12:55;NOR;Monthly_timer_trial_29.99
85bd7de1-f1f5-4a11-924c-5b636905b757;29,99;settled;Recurring;af8fde4b-9ccd-425a-a82e-0e0d2059b446;2023-02-21 18:58:52;USA;Monthly_timer_trial_29.99
67da1bea-2195-421a-bb3e-33e21847062e;29,99;settled;Recurring;46d2e97c-659b-4d63-a027-76ad13ec6424;2023-02-21 18:57:51;USA;Monthly_timer_trial_29.99
668be8d1-83f8-4993-9bf8-64b62498ee62;29,99;settled;Recurring;37c3304e-6dbe-474e-b5fd-30a3a47f4b9a;2023-02-21 18:56:51;USA;Monthly_timer_trial_29.99
2dca7fbe-b3b5-4828-b1df-1d9cad8006e3;29,99;settled;Recurring;5ce14577-32d6-45b7-90b6-8b0de2870b33;2023-02-21 18:41:56;CAN;Monthly_timer_trial_29.99
31ce72f2-2a06-4618-93c8-d87427b04510;29,99;settled;Recurring;300d6ad6-4331-4ec6-8dc0-f4d4edf25e14;2023-02-21 18:20:53;CAN;Monthly_timer_trial_29.99
4f678bc5-8040-4daa-a2a8-a6aacd466f96;29,99;settled;Recurring;50ced399-bd5a-4b55-a0c5-21b16dfbfeba;2023-02-21 18:14:53;USA;Monthly_timer_trial_29.99
9f06ed91-85d5-4de4-a79d-374ec63955d7;29,99;settled;Recurring;5b58e37f-8da3-4b7c-b7c6-e192b9c319b2;2023-02-21 17:25:54;ESP;Monthly_timer_trial_29.99
a2d26df9-3687-4fe7-8815-fec8fe2d952b;29,99;settled;Recurring;5f25c454-c671-4aaa-bbe0-f0f4b1915d11;2023-02-21 16:48:54;USA;Monthly_timer_trial_29.99
96e459ea-50eb-4f1d-bcc6-8d3b12ec512d;29,99;settled;Recurring;c45490af-dca7-48cb-bc8f-89cdaa4f3686;2023-02-21 16:35:51;CZE;Monthly_timer_trial_29.99
ef4b46a0-5e6e-4ffc-ade7-9c2703bfefff;29,99;settled;Recurring;42c0a388-995e-4eac-95b8-29c638094aff;2023-02-21 16:35:50;USA;Monthly_timer_trial_29.99
573c2c1d-8d33-4dc1-ad4d-d193a65723b4;29,99;settled;Recurring;2db19576-347a-4414-8e4c-f5b9378bb787;2023-02-21 16:13:52;CAN;Monthly_timer_trial_29.99
1f882cab-805b-42a9-9366-f2dba38db258;29,99;settled;Recurring;2f8b8c25-2d36-4de4-8d18-804bb81fe798;2023-02-21 15:57:51;NZL;Monthly_timer_trial_29.99
7fd5ff41-6c9b-42b2-8257-09aa7ac765d0;29,99;settled;Recurring;23237114-f55a-4fc2-84f1-c1c51f10cc1d;2023-02-21 15:30:53;CAN;Monthly_timer_trial_29.99
429707e2-f1c8-40a2-8bd5-6da2aac835e4;19,99;settled;Recurring;509e56b1-0f91-44b4-bbbc-1ce09ba27870;2023-02-21 14:33:51;USA;Monthly_timer_trial_19.99
93d5199f-19f3-4103-9173-895dc768f3cd;29,99;settled;Recurring;f1f590e8-45e4-4ba2-aff5-a3422b6287f1;2023-02-21 13:48:52;IDN;Monthly_timer_trial_29.99
78e6d100-19bb-4c52-b3d0-387c5399432d;29,99;settled;Recurring;72da5b7c-c1bc-43e6-800a-f6481c8c359b;2023-02-21 13:08:51;USA;Monthly_timer_trial_29.99
87c644f6-f932-4111-92c3-3a9e5d998d2c;29,99;settled;Recurring;0f7b1569-564c-45c4-9cf0-98bc49aff09a;2023-02-21 12:36:52;AUS;Monthly_timer_trial_29.99
c817f02b-8e0b-480f-86ff-5f48d774b04c;29,99;settled;Recurring;4f7ebf7a-4b57-48da-9650-ce6f3ceef44d;2023-02-21 12:28:51;CAN;Monthly_timer_trial_29.99
572d74e9-b0e3-4340-a6e7-f70aded72a36;29,99;settled;Recurring;89b68a72-fc9a-4ae8-94cf-aef50107a1c9;2023-02-21 12:06:53;IDN;Monthly_timer_trial_29.99
cd4de978-b16a-4703-ba01-f9f7711435cb;29,99;settled;Recurring;c765e903-2677-4fe7-8225-f91c9a682641;2023-02-21 10:56:51;ROU;Monthly_timer_trial_29.99
31e86e0a-8e5f-44a3-81bb-392826aa86b5;29,99;settled;Recurring;269a8f9f-9281-4ab0-9366-fe98058090fa;2023-02-21 10:07:53;USA;Monthly_timer_trial_29.99
7137df46-64f4-42f4-b63e-97d7c2c101a0;29,99;settled;Recurring;42d91c9f-f0b7-4faf-8e79-94da7771b713;2023-02-21 09:08:51;AUS;Monthly_timer_trial_29.99
